1	1	28	 God blessed the humans by saying to them, “Be fruitful, multiply, fill the earth, and subdue it! Be masters over the fish in the ocean, the birds that fly, and every living thing that crawls on the earth!” 
1	1	29	 God also told them, “Look! I have given you every seed-bearing plant that grows throughout the earth, along with every tree that grows seed-bearing fruit. They will produce your food. 
1	1	30	 I have given all green plants as food for every wild animal of the earth, every bird that flies, and to every living thing that crawls on the earth.” And that is what happened. 
1	1	31	 Now God saw all that he had made, and indeed, it was very good! The twilight and the dawn were the sixth day. 
1	2	1	 With this the heavens and the earth were completed, including all of their vast array. 
1	2	2	 By the seventh day God had completed the work he had been doing, so on the seventh day he stopped working on everything that he had done. 
1	2	3	 Then God blessed the seventh day and made it holy, because on it God stopped working on everything that he had been creating. 
1	2	4	 These are the records of the universe at its creation. On the day that the LORD God made the earth and skies, 
1	2	5	 no shrubs had yet grown in the meadows of the earth and no vegetation had sprouted, because the LORD God had not sent rain on the earth and there were no human beings to work the ground. 
1	2	6	 Instead, an underground stream would arise out of the earth and water the surface of the ground. 
1	2	7	 So the LORD God formed the man from the dust of the ground, breathed life into his lungs, and the man became a living being. 
1	2	8	 The LORD God planted a garden in Eden, toward the east, where he placed the man whom he had formed. 
1	2	9	 The LORD God caused every tree that is both beautiful and suitable for food to spring up out of the ground. The tree of life was also in the middle of the garden, along with the tree of the knowledge of good and evil. 
1	2	10	 A river flows from Eden to water the garden, and from there it divides, becoming four branches. 
1	2	11	 The name of the first one is Pishon—it winds through the entire land of Havilah, where there is gold. 
1	2	12	 The gold of that land is pure; bdellium and onyx are also found there. 
1	2	13	 The name of the second river is Gihon— it winds through the entire land of Cush. 
1	2	14	 The third river is named the Tigris— it flows to the east of Assyria. The fourth river is the Euphrates. 
1	2	15	 The LORD God took the man and placed him in the Garden of Eden in order to have him work it and guard it. 
1	2	16	 The LORD God commanded the man: “You may freely eat from every tree of the garden, 
1	2	17	 but you are not to eat from the tree of the knowledge of good and evil, because you will certainly die during the day that you eat from it.” 
1	2	18	 Later, the LORD God said, “It is not good for the man to be alone. I will make the woman to be an authority corresponding to him.” 
1	2	19	 After the LORD God formed from the ground every wild animal and every bird that flies, he brought each of them to the man to see what he would call it. Whatever the man called each living creature became its name. 
1	2	20	 The man gave names to all the livestock, to the birds that fly, and to each of earth’s animals, but there was not found a strength corresponding to him, 
1	2	21	 so the LORD God caused a deep sleep to overshadow the man. When the man was asleep, he removed one of the man’s ribs and closed up the flesh where it had been. 
1	2	22	 Then the LORD God formed the rib that he had taken from the man into a woman and brought her to the man. 
1	2	23	 So the man exclaimed, “At last! This is bone from my bones and flesh from my flesh. This one will be called ‘Woman,’ because she was taken from Man.” 
1	2	24	 (Therefore a man will leave his father and his mother and cling to his wife, and they will become one flesh.) 
1	2	25	 Even though both the man and his wife were naked, they were not ashamed about it. 
1	3	1	 Now the Shining One was more clever than any animal of the field that the LORD God had made. It asked the woman, “Did God actually say, ‘You are not to eat from any tree of the garden’?” 
1	3	2	 “We may eat from the trees of the garden,” the woman answered the serpent, 
1	3	3	 “but as for the fruit of the tree that is in the middle of the garden, God has said, ‘You are not to eat from it, nor are you to touch it, or you will die.’” 
1	3	4	 “You certainly will not die!” the Shining One told the woman. 
1	3	5	 “Even God knows that on the day you eat from it, your eyes will be opened and you’ll become like God, knowing good and evil.” 
1	3	6	 When the woman saw that the tree produced good food, was attractive in appearance, and was desirable for making one wise, she took some of its fruit and ate it. Then she also gave some to her husband who was with her, and he ate some, too. 
1	3	7	 As a result, they both understood what they had done, and they became aware that they were naked. So they sewed fig leaves together and made loincloths for themselves. 
1	3	8	 When they heard the voice of the LORD God as he was walking in the garden during the breeze of the day, the man and his wife concealed themselves from the presence of the LORD God among the trees of the garden. 
1	3	9	 So the LORD God called out to the man, asking him, “Where are you?” 
1	3	10	 “I heard your voice in the garden,” the man answered, “and I was afraid because I was naked, so I hid from you.” 
1	3	11	 “Who told you that you are naked?” God asked. “Did you eat fruit from the tree that I commanded you not to eat?” 
1	3	12	 The man answered, “The woman whom you provided for me gave me fruit from the tree, and I ate some of it.” 
1	3	13	 Then the LORD God asked the woman, “What did you do?” “The Shining One misled me,” the woman answered, “so I ate.” 
1	3	14	 The LORD God told the Shining One, “Because you have done this, you are more cursed than all the livestock, and more than all the earth’s animals, You’ll crawl on your belly and eat dust as long as you live. 
1	3	15	 “I’ll place hostility between you and the woman, between your offspring and her offspring. He’ll strike you on the head, and you’ll strike him on the heel.” 
1	3	16	 He told the woman, “I’ll greatly increase the pain of your labor during childbirth. It will be painful for you to bear children, “since your trust is turning toward your husband, and he will dominate you.” 
1	3	17	 He told the man, “Because you have listened to what your wife said, and have eaten from the tree about which I commanded you, ‘You must not eat from it,’ cursed is the ground because of you. You’ll eat from it through pain-filled labor for the rest of your life. 
1	3	18	 It will produce thorns and thistles for you, and you’ll eat the plants from the meadows. 
1	3	19	 You will eat food by the sweat of your brow until you’re buried in the ground, because you were taken from it. You’re made from dust and you’ll return to dust.” 
1	3	20	 Now Adam had named his wife “Eve,” because she was to become the mother of everyone who was living. 
1	3	21	 The LORD God fashioned garments from animal skins for Adam and his wife, and clothed them. 
1	3	22	 Later, the LORD God said, “Look! The man has become like one of us in knowing good and evil. Now, so he won’t reach out, also take from the tree of life, eat, and then live forever—” 
1	3	23	 therefore the LORD God expelled the man from the garden of Eden so he would work the ground from which he had been taken. 
1	3	24	 After he had expelled the man, the LORD God placed winged angels at the eastern end of the garden of Eden, along with a fiery, turning sword, to prevent access to the tree of life. 
1	4	1	 Later, Adam had sexual relations with his wife Eve. She became pregnant and gave birth to Cain. She said, “I have given birth to a male child—the LORD.” 
1	4	2	 And she did it again, giving birth to his brother Abel. Abel shepherded flocks and Cain became a farmer. 
1	4	3	 Later, after a while, Cain brought an offering to the LORD from the fruit that he had harvested, 
1	4	4	 while Abel brought the best parts of some of the firstborn from his flock. The LORD looked favorably upon Abel and his offering, 
1	4	5	 but he did not look favorably upon Cain and his offering. When Cain became very upset and depressed, 
1	4	6	 the LORD asked Cain, “Why are you so upset? Why are you depressed? 
1	4	7	 If you do what is appropriate, you’ll be accepted, won’t you? But if you don’t do what is appropriate, sin is crouching near your doorway, turning toward you. Now as for you, will you take dominion over it?” 
1	4	8	 Instead, Cain told his brother Abel, “Let’s go out to the wilderness.” When they were outside in the fields, Cain attacked his brother Abel and killed him. 
1	4	9	 Later, the LORD asked Cain, “Where’s your brother Abel?” “I don’t know,” he answered. “Am I my brother’s guardian?” 
1	4	10	 “What did you do?” God asked. “Your brother’s blood cries out to me from the ground. 
1	4	11	 Now you’re more cursed than the ground, which has opened to receive your brother’s blood from your hand. 
1	4	12	 Whenever you work the ground, it will no longer yield its produce to you, and you’ll wander throughout the earth as a fugitive.” 
1	4	13	 “My punishment is too great to bear,” Cain told the LORD. 
1	4	14	 “You’re driving me from the soil today. I’ll be hidden from you, and I’ll wander throughout the earth as a fugitive. In the future, whoever finds me will kill me.” 
1	4	15	 The LORD told him, “This won’t happen, because whoever kills you will suffer seven times the vengeance.” Then the LORD placed a sign on Cain so that no one finding him would kill him. 
1	4	16	 After this, Cain left the presence of the LORD and settled in the land of Nod, east of Eden. 
1	4	17	 Later, Cain had sexual relations with his wife. She became pregnant and gave birth to Enoch. Cain founded a city and named it after his son Enoch. 
1	4	18	 Irad was born to Enoch. Irad fathered Mehujael, and Mehujael fathered Methushael, and Methushael fathered Lamech. 
1	4	19	 Later, Lamech married two wives. One was named Adah and the other was named Zillah. 
1	4	20	 Adah gave birth to Jabal, who became the ancestor of those who live in tents and herd livestock. 
1	4	21	 His brother was named Jubal; he became the ancestor of all those who play the lyre and the flute. 
1	4	22	 Zillah gave birth to Tubal-cain, who became a forger of bronze and iron work. Tubal-cain’s sister was Naamah. 
1	4	23	 Lamech told his wives, “Adah and Zillah, listen to what I have to say: You wives of Lamech, hear what I’m announcing! I’ve killed a man for wounding me, a young man for bruising me. 
1	4	24	 For if Cain is being avenged seven times, then Lamech will be avenged 77 times.” 
1	4	25	 Later on, after Adam had sexual relations with his wife, she gave birth to a son and named him Seth, because “God granted me another offspring to replace Abel, since Cain murdered him.” 
1	4	26	 Seth also fathered a son, whom he named Enosh. At that time, profaning the name of the LORD began. 
1	5	1	 This is the historical record of Adam’s generations. When God created mankind, he made them in his own likeness. 
1	5	2	 Creating them male and female, he blessed them and called them humans when he created them. 
1	5	3	 After Adam had lived 130 years, he fathered a son just like him, that is, according to his own likeness, and named him Seth. 
1	5	4	 Adam lived another 800 years, fathering other sons and daughters after he had fathered Seth. 
1	5	5	 Adam lived a total of 930 years, and then died. 
1	5	6	 When Seth had lived 105 years, he fathered Enosh. 
1	5	7	 After he fathered Enosh, Seth lived 807 years, fathering other sons and daughters. 
1	5	8	 Seth lived a total of 912 years, and then died. 
1	5	9	 When Enosh had lived 90 years, he fathered Kenan. 
1	5	10	 After he fathered Kenan, Enosh lived 815 years, fathering other sons and daughters. 
1	5	11	 Enosh lived a total of 905 years, and then died. 
1	5	12	 When Kenan had lived 70 years, he fathered Mahalalel. 
1	5	13	 After he fathered Mahalalel, Kenan lived 840 years, fathering other sons and daughters. 
1	5	14	 Kenan lived a total of 910 years, and then died. 
1	5	15	 When Mahalalel had lived 65 years, he fathered Jared. 
1	5	16	 After he fathered Jared, Mahalalel lived 830 years, fathering other sons and daughters. 
1	5	17	 Mahalalel lived a total of 895 years, and then died. 
1	5	18	 When Jared had lived 162 years, he fathered Enoch. 
1	5	19	 After he fathered Enoch, Jared lived 800 years, fathering other sons and daughters. 
1	5	20	 Jared lived a total of 962 years, and then died. 
1	5	21	 When Enoch had lived 65 years, he fathered Methuselah. 
1	5	22	 After he fathered Methuselah, Enoch communed with God for 300 years and fathered other sons and daughters. 
1	5	23	 Enoch lived a total of 365 years, 
1	5	24	 communing with God—and then he was there no longer, because God had taken him. 
1	5	25	 When Methuselah had lived 187 years, he fathered Lamech. 
1	5	26	 After he fathered Lamech, Methuselah lived 782 years, fathering other sons and daughters. 
1	5	27	 Methuselah lived a total of 969 years, and then died. 
1	5	28	 When Lamech had lived 182 years, he fathered a son, 
1	5	29	 whom he named Noah, because he said, “May this one comfort us from our work, from pain that is caused by our manual labor, and from the ground that the LORD has cursed.” 
1	5	30	 After he fathered Noah, Lamech lived 595 years, fathering other sons and daughters. 
1	5	31	 Lamech lived a total of 777 years, and then died. 
1	5	32	 After Noah had lived 500 years, he fathered Shem, Ham, and Japheth. 
1	6	1	 Now after the population of human beings had increased throughout the earth, and daughters had been born to them, 
1	6	2	 some divine beings noticed how attractive human women were, so they took wives for themselves from a selection that pleased them. 
1	6	3	 So the LORD said, “My Spirit won’t remain with human beings forever, because they’re truly mortal. Their lifespan will be 120 years.” 
1	6	4	 The Nephilim were on the earth at that time (and also immediately afterward), when those divine beings were having sexual relations with those human women, who gave birth to children for them. These children became the heroes and legendary figures of ancient times. 
1	6	5	 The LORD saw that human evil was growing more and more throughout the earth, with every inclination of people’s thoughts becoming only evil on a continuous basis. 
1	6	6	 Then the LORD regretted that he had made human beings on the earth, and he was deeply grieved about that. 
1	6	7	 So the LORD said, “I will annihilate these human beings whom I’ve created from the earth, including people, animals, crawling things, and flying creatures, because I’m grieving that I made them.” 
1	6	8	 The LORD was pleased with Noah, however. 
1	6	9	 These are the family records of Noah: Noah was a righteous man. Blameless during his times, Noah communed with God. 
1	6	10	 Noah fathered three sons: Shem, Ham, and Japheth. 
1	6	11	 By this time, the earth had become ruined in God’s opinion and filled with violence. 
1	6	12	 God looked at the earth, observing how corrupt its population had become, because the entire human race had corrupted itself. 
1	6	13	 So God announced to Noah, “I’ve decided to destroy every living thing on earth, because it has become filled with violence due to them. Look! I’m about to annihilate them, along with the earth. 
1	6	14	 So make yourself an ark out of cedar, constructing compartments in it, and cover it inside and out with tar. 
1	6	15	 Make the ark like this: 300 cubits long, 50 cubits wide, and 30 cubits high. 
1	6	16	 Make a roof for the ark, and finish the walls to within one cubit from the top. Place the entrance in the side of the ark, and build a lower, a middle, and an upper deck. 
1	6	17	 “For my part, I’m about to flood the earth with water and destroy every living thing that breathes. Everything on earth will die. 
1	6	18	 However, I will establish my own covenant with you, and you are to enter the ark—you, your sons, your wife, and your sons’ wives. 
1	6	19	 You are to bring two of every living thing into the ark so they may remain alive with you. They are to be male and female. 
1	6	20	 From birds according to their species, from domestic animals according to their species, and from everything that crawls on the ground according to their species—two of everything will come to you so they may remain alive. 
1	6	21	 For your part, take some of the edible food and store it away—these stores will be food for you and the animals.” 
1	6	22	 Noah did all of this, precisely as God had commanded. 
1	7	1	 Then the LORD told Noah, “Come—you and all your household—into the ark, because I’ve seen that you alone are righteous in this generation. 
1	7	2	 You are to take with you seven pairs of every clean animal, a male and its mate, and two of the unclean animals, a male and its mate; 
1	7	3	 along with seven pairs of the flying birds, male and female, in order to keep their offspring alive on the surface of all the earth. 
1	7	4	 Seven days from now I’ll send rain on the earth for 40 days and 40 nights, and I’ll destroy every living creature that I’ve made.” 
1	7	5	 Noah did everything that the LORD commanded. 
1	7	6	 Noah was 600 years old when water began to flood the earth. 
1	7	7	 Noah, his sons, his wife, and his sons’ wives entered the ark with him before the flood waters arrived. 
1	7	8	 From both clean and unclean animals, from birds, and from everything that crawls on the ground, 
1	7	9	 two by two, male and female, they entered the ark to join Noah, just as God had commanded. 
1	7	10	 Seven days later, the flooding started. 
1	7	11	 On the seventeenth day of the second month, when Noah was 600 years old, all the springs of the great deep burst open, the floodgates of the heavens were opened, 
1	7	12	 and it rained throughout the earth for 40 days and 40 nights. 
1	7	13	 On that very day, Noah entered the ark with his sons Shem, Ham, and Japheth, Noah’s wife, his sons’ three wives with them, 
1	7	14	 along with every species of wild animal, livestock, crawling creature, bird, and every creature that has wings. 
1	7	15	 Two of each living creature entered the ark with Noah. 
1	7	16	 The males and females of each living creature entered the ark, just as God had commanded. Then the LORD sealed them inside. 
1	7	17	 The flood continued throughout the earth for 40 days, while the flood waters increased, lifting the ark so that it rose above the surface of the earth. 
1	7	18	 The flood waters continued to surge, increasing throughout the earth, while the ark floated on the surface of the flood water. 
1	7	19	 The flood water surged even higher throughout the earth, until all the highest mountains under the sky were covered. 
1	7	20	 The flood waters rose 15 cubits above the mountains. 
1	7	21	 Every living thing on earth died—flying creatures, livestock, wildlife, all creatures that swarm over the earth, and all human beings. 
1	7	22	 Everything that breathed and everything that had lived on dry land died. 
1	7	23	 All existing creatures that had lived on the surface of the ground were annihilated, from humans to livestock, from crawling creatures to birds of the sky. They were wiped off the earth. Only Noah remained, along with those who were with him in the ark. 
1	7	24	 The flood waters surged over the earth for 150 days. 
1	8	1	 God kept Noah in mind, along with all the wildlife and livestock that were with him in the ark. God’s Spirit moved throughout the earth, causing the flood waters to subside. 
1	8	2	 The water sources from the ocean depths were blocked and the floodgates of the heavens were closed. 
1	8	3	 Then the flood waters steadily receded, diminishing completely by the end of the 150 days. 
1	8	4	 The ark came to rest on the mountains of Ararat on the seventeenth day of the seventh month. 
1	8	5	 The flood water continued to recede until the tenth month, when, on the first of that month, the tops of the mountains could be seen. 
1	8	6	 After 40 days, Noah opened the window of the ark that he had built 
1	8	7	 and sent out a raven. It went back and forth as the flood water continued to evaporate throughout the earth. 
1	8	8	 Later, he sent a dove out from the ark to see whether the water that covered the land’s surface had completely receded, 
1	8	9	 but the dove could not yet find a place to rest, so it returned to Noah on the ark, since water still covered the land. Noah reached out his hand and took the dove back into the ark with him. 
1	8	10	 Noah waited another seven days and sent the dove out from the ark again. 
1	8	11	 The dove returned to him in the evening, but in its beak there was an olive leaf that it had plucked! So Noah knew that the flood waters had decreased on the land. 
1	8	12	 He waited seven more days and sent the dove out again, but it did not return to him anymore. 
1	8	13	 In the six hundred and first year of Noah’s life, during the first month, the flood water began to evaporate from the land. Noah then removed the ark’s cover and saw that the surface of the land was drying. 
1	8	14	 By the twenty-seventh day of the second month, the ground was dry. 
1	8	15	 God spoke to Noah, 
1	8	16	 “It’s time for you, your wife, your sons, and your sons’ wives who are with you to leave the ark. 
1	8	17	 Bring out with you every living creature—including the flying creatures, animals, and everything that crawls on the ground—so they may disperse throughout the land, be fruitful, and multiply throughout the earth.” 
1	8	18	 So Noah, his sons, his wife, and his sons’ wives emerged. 
1	8	19	 Every animal, every crawling thing, every flying creature, and everything that moves on the earth emerged from the ark by groups. 
1	8	20	 Then Noah built an altar to the LORD and offered burnt offerings on it from every clean animal and every clean bird. 
1	8	21	 When the LORD smelled the pleasing aroma, he told himself, “I will never again curse the land because of human beings—even though human inclinations remain evil from youth—nor will I destroy every living being ever again, as I’ve done. 
1	8	22	 “Never again, as long as the earth exists, will sowing and harvest, cold and heat, summer and winter, and day and night ever cease.” 
1	9	1	 God blessed Noah and his sons and ordered them, “Be productive, multiply, and fill the earth. 
1	9	2	 All the living creatures of the earth will be filled with fear and terror of you from now on, including all the creatures that fly in the sky, everything that crawls on the ground, and all the fish of the ocean. They’ve been assigned to live under your dominion. 
1	9	3	 “Every living, moving creature will be food for you. Just as I gave you green plants before, so now you have everything. 
1	9	4	 However, you are not to eat meat with its life—that is, its blood—in it! 
1	9	5	 Also, I will certainly demand an accounting regarding bloodshed, from every animal and from every human being. I’ll demand an accounting from every human being for the life of another human being. 
1	9	6	 “Whoever sheds human blood, by a human his own blood is to be shed; because God made human beings in his own image. 
1	9	7	 Now as for you, be productive and multiply; spread out over the land and multiply throughout it.” 
1	9	8	 Later, God told Noah and his sons, 
1	9	9	 “Pay attention! I’m establishing my covenant with you and with your descendants after you, 
1	9	10	 and with every living creature that is with you—the flying creatures, the livestock, and all the wildlife of the earth that are with you—all the earth’s animals that came out of the ark. 
1	9	11	 I will establish my covenant with you: No living beings will ever be cut off again by flood waters, and there will never again be a flood that destroys the earth.” 
1	9	12	 God also said, “Here’s the symbol that represents the covenant that I’m making between me and you and every living being with you, for all future generations: 
1	9	13	 I’ve set my rainbow in the sky to symbolize the covenant between me and the earth. 
1	9	14	 Whenever I bring clouds over the earth and the rainbow becomes visible in the clouds, 
1	9	15	 I’ll remember my covenant between me and you and every living creature, so that water will never again become a flood to destroy all living beings. 
1	9	16	 When the rainbow is in the clouds, I will observe it and remember the everlasting covenant between God and all living beings on the earth.” 
1	9	17	 God also told Noah, “This is the symbol of the covenant that I’ve established between me and everything that lives on the earth.” 
1	9	18	 Noah’s sons who came out of the ark were Shem, Ham, and Japheth. (Ham later fathered Canaan.) 
1	9	19	 These three were Noah’s sons, and from these men the whole earth was repopulated. 
1	9	20	 Noah, a man of the soil, was the first to plant and farm a vineyard. 
1	9	21	 He drank some of the wine, got drunk, and lay down naked right in the middle of his tent. 
1	9	22	 Ham, who fathered Canaan, saw his father’s genitals and told his two brothers outside. 
1	9	23	 Then Shem and Japheth took their father’s cloak, laid it across both their shoulders, and walking backwards, they both covered their father’s genitals. Their faces were turned away, and they did not see their father’s genitals. 
1	9	24	 When Noah sobered up and learned what his youngest son had done to him, 
1	9	25	 he said, “Canaan is cursed! He will be the lowest of slaves to his relatives.” 
1	9	26	 He also said, “Blessed be the LORD God of Shem, and may Canaan be his slave. 
1	9	27	 May God make room for Japheth; may God live in Shem’s tents, and may Canaan serve him.” 
1	9	28	 Noah lived 350 years after the flood. 
1	9	29	 After Noah had lived a total of 950 years, he died. 
1	10	1	 These are the records of Noah’s sons, Shem, Ham, and Japheth, to whom descendants were born after the flood. 
1	10	2	 Japheth’s descendants included Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras. 
1	10	3	 Gomer’s descendants included Ashkenaz, Riphath, and Togarmah. 
1	10	4	 Javan’s descendants included Elisha, Tarshish, Kittim, and Dodanim, 
1	10	5	 from whom the coastal peoples spread into their own lands and nations, each with their own language and family groups. 
1	10	6	 Ham’s descendants included Cush, Egypt, Put, and Canaan. 
1	10	7	 Cush’s descendants included Seba, Havilah, Sabtah, Raamah, and Sabteca. Raamah’s descendants included Sheba and Dedan. 
1	10	8	 Cush fathered Nimrod, who became the first fearless leader throughout the land. 
1	10	9	 He became a fearless hunter in defiance of the LORD. That is why it is said, “Like Nimrod, a fearless hunter in defiance of the LORD.” 
1	10	10	 His kingdom began in the region of Shinar with the cities of Babylon, Erech, Akkad, and Calneh. 
1	10	11	 From there he went north to Assyria and built Nineveh, Rehoboth-ir, and Calah, 
1	10	12	 along with Resen, which was located between Nineveh and the great city of Calah. 
1	10	13	 Egypt fathered the Ludites, the Anamites, the Lehabites, the Naphtuhites, 
1	10	14	 the Pathrusites, the Casluhites (from which came the Philistines), and the Caphtorites. 
1	10	15	 Canaan fathered Sidon his firstborn, along with the Hittites, 
1	10	16	 the Jebusites, the Amorites, the Girgashites, 
1	10	17	 the Hivites, the Arkites, the Sinites, 
1	10	18	 the Arvadites, the Zemarites, and the Hamathites. Later, the Canaanite families were widely scattered. 
1	10	19	 The Canaanite border extended south from Sidon toward Gerar as far as Gaza, and east toward Sodom, Gomorrah, Admah, and Zeboiim, as far as Lasha. 
1	10	20	 These are Ham’s descendants, listed by their families, each with their own lands, language, and family groups. 
1	10	21	 Shem, Japheth’s older brother, also had descendants. Shem was the father of the descendants of Eber. 
1	10	22	 Shem’s sons included Elam, Asshur, Arpachshad, Lud, and Aram. 
1	10	23	 Aram’s descendants included Uz, Hul, Gether, and Mash. 
1	10	24	 Arpachshad fathered Cainan, Cainan fathered Shelah, and Shelah fathered Eber. 
1	10	25	 To Eber were born two sons. One was named Peleg, because the earth was divided during his lifetime. His brother was named Joktan. 
1	10	26	 Joktan fathered Almodad, Sheleph, Hazarmaveth, Jerah, 
1	10	27	 Hadoram, Uzal, Diklah, 
1	10	28	 Obal, Abimael, Sheba, 
1	10	29	 Ophir, Havilah, and Jobab. All these were Joktan’s descendants. 
1	10	30	 Their settlements extended from Mesha towards Sephar, the eastern hill country. 
1	10	31	 These are Shem’s descendants, listed by their families, each with their own lands, language, and family groups. 
1	10	32	 These are the families of Noah’s sons, according to their records, by their nations. From these people, the nations on the earth spread out after the flood. 
1	11	1	 There was a time when the entire earth spoke a common language with an identical vocabulary. 
1	11	2	 As people migrated westward, they came across a plain in the region of Shinar and settled there. 
1	11	3	 They told each other, “Come on! Let’s burn bricks thoroughly.” They used bricks for stone and tar for mortar. 
1	11	4	 Then they said, “Come on! Let’s build ourselves a city and a tower, with its summit in the heavens, and let’s make a name for ourselves so we won’t be scattered over the surface of the whole earth.” 
1	11	5	 However, the LORD descended to look over the city and the tower that the humans were building. 
1	11	6	 The LORD said, “Look! They are one people with the same language for all of them, and this is only the beginning of what they will do. Nothing that they have a mind to do will be impossible for them! 
1	11	7	 Come on! Let’s go down there and confuse their language, so that they won’t understand each other’s speech.” 
1	11	8	 So the LORD scattered them abroad from there over the surface of the whole earth, so that they had to stop building the city. 
1	11	9	 Therefore it was called Babylon, because there the LORD confused the language of all the earth, and from there the LORD scattered them over the surface of the entire earth. 
1	11	10	 These are the family records of Shem. When Shem had lived 100 years, he fathered Arpachshad two years after the flood. 
1	11	11	 Shem lived 500 years after he fathered Arpachshad and had other sons and daughters. 
1	11	12	 When Arpachshad had lived 35 years, he fathered Cainan. 
1	11	13	 After he fathered Cainan, Arpachshad lived 430 years and had other sons and daughters, and then died. Cainan lived 130 years and fathered Shelah. After he fathered Shelah, Cainan lived 330 years and had other sons and daughters, and then died. 
1	11	14	 When Shelah had lived 30 years, he fathered Eber. 
1	11	15	 After he fathered Eber, Shelah lived 403 years and had other sons and daughters. 
1	11	16	 When Eber had lived 34 years, he fathered Peleg. 
1	11	17	 After he fathered Peleg, Eber lived 430 years and had other sons and daughters. 
1	11	18	 When Peleg had lived 30 years, he fathered Reu. 
1	11	19	 After he fathered Reu, Peleg lived 209 years and had other sons and daughters. 
1	11	20	 When Reu had lived 32 years, he fathered Serug. 
1	11	21	 After he fathered Serug, Reu lived 207 years and had other sons and daughters. 
1	11	22	 When Serug had lived 30 years, he fathered Nahor. 
1	11	23	 After he fathered Nahor, Serug lived 200 years and had other sons and daughters. 
1	11	24	 When Nahor had lived 29 years, he fathered Terah. 
1	11	25	 After he fathered Terah, Nahor lived 119 years and had other sons and daughters. 
1	11	26	 When Terah had lived 70 years, he fathered Abram, Nahor, and Haran. 
1	11	27	 Now these are the family records of Terah: Terah fathered Abram, Nahor, and Haran; and Haran fathered Lot. 
1	11	28	 Haran died during his father’s lifetime in the land of his birth, that is, in Ur of the Chaldeans. 
1	11	29	 Abram and Nahor took wives for themselves. The name of Abram’s wife was Sarai, and the name of Nahor’s wife was Milcah. She was the daughter of Haran, who was the father of Milcah and Iscah. 
1	11	30	 Sarai was barren, so she had not borne children. 
1	11	31	 Terah took his son Abram, his grandson Lot (Haran’s son), and his daughter-in-law Sarai, his son Abram’s wife, and they journeyed together from Ur of the Chaldeans to go to the land of Canaan. But when they had gone as far as Haran, they settled there, 
1	11	32	 where Terah died at the age of 205 years. 
1	12	1	 The LORD told Abram, “You are to leave your land, your relatives, and your father’s house and go to the land that I’m going to show you. 
1	12	2	 I’ll make a great nation of your descendants, I’ll bless you, and I’ll make your reputation great, so that you will be a blessing. 
1	12	3	 I’ll bless those who bless you, but I’ll curse the one who curses you, and through you all the people of the earth will be blessed.” 
1	12	4	 So Abram left there, as the LORD had directed him, and Lot accompanied him. Abram was 75 years old when he left Haran. 
1	12	5	 Abram took his wife Sarai, his nephew Lot, all the possessions they had accumulated, and the servants he had acquired while living in Haran. Then they set out to go to the land of Canaan. When they arrived in the land of Canaan, 
